RunID,Tel,AbsGainMean,AbsGainErr,run_type,Time
80041,0,4.916462370370367,0.008102707262650126,flasher,2016-01-02 04:27:18
80041,1,4.969079322147654,0.01040868183040501,flasher,2016-01-02 04:27:18
80041,2,4.97273484949833,0.00794728703193956,flasher,2016-01-02 04:27:18
80041,3,5.152743083892616,0.007971516264149504,flasher,2016-01-02 04:27:18
80064,0,4.934512787878787,0.007887106440616552,flasher,2016-01-03 02:55:23
80064,1,4.935247647651007,0.009818221006249888,flasher,2016-01-03 02:55:23
80064,2,5.019080654362413,0.007522375574429682,flasher,2016-01-03 02:55:23
80064,3,5.238971561872909,0.008069846210217668,flasher,2016-01-03 02:55:23
80093,0,4.945496855218854,0.007735952806641553,flasher,2016-01-04 04:32:12
80093,1,4.960315748322151,0.009983037410832644,flasher,2016-01-04 04:32:12
80093,2,5.053059164983166,0.008337251449740566,flasher,2016-01-04 04:32:12
80093,3,5.230494729096988,0.008370082362571103,flasher,2016-01-04 04:32:12
80106,0,5.0711630942760895,0.008731786568369308,flasher,2016-01-07 02:57:26
80106,1,5.045440194630872,0.010582642333508311,flasher,2016-01-07 02:57:26
80106,2,5.147393087248325,0.008561218082571483,flasher,2016-01-07 02:57:26
80106,3,5.358831658862874,0.009030349946960331,flasher,2016-01-07 02:57:26
80130,0,5.078582182432432,0.008910359030359555,flasher,2016-01-10 06:46:14
80130,1,5.089416775167788,0.011198770805208966,flasher,2016-01-10 06:46:14
80130,2,5.0717384026845655,0.008010601603470852,flasher,2016-01-10 06:46:14
80130,3,5.362581752508358,0.00872638512797986,flasher,2016-01-10 06:46:14
80153,0,5.446748581081081,0.009437221038689008,flasher,2016-01-11 03:51:30
80153,1,5.42221858585858,0.01252178672500603,flasher,2016-01-11 03:51:30
80153,2,5.50089554026846,0.009774635650277577,flasher,2016-01-11 03:51:30
80153,3,5.757560438127094,0.010410654566135855,flasher,2016-01-11 03:51:30
80157,0,5.063202993265995,0.00909391827182461,flasher,2016-01-11 05:10:22
80157,1,5.0499472382550366,0.010820329934324878,flasher,2016-01-11 05:10:22
80157,2,5.06942126845637,0.00807028501887681,flasher,2016-01-11 05:10:22
80157,3,5.335440528428088,0.0090326626151005,flasher,2016-01-11 05:10:22
80176,0,5.025453871621617,0.009444641596446694,flasher,2016-01-12 05:04:24
80176,1,5.076769134228191,0.010886040149929312,flasher,2016-01-12 05:04:24
80176,2,5.096684365771814,0.008140612130578354,flasher,2016-01-12 05:04:24
80176,3,5.316143210702342,0.008846518234651789,flasher,2016-01-12 05:04:24
80202,0,4.982989016891889,0.008982760546928755,flasher,2016-01-13 04:03:32
80202,1,4.982203073825504,0.010649740484153609,flasher,2016-01-13 04:03:32
80202,2,4.994143478114477,0.00740712264180505,flasher,2016-01-13 04:03:32
80202,3,5.234965722408029,0.008005772031015893,flasher,2016-01-13 04:03:32
80229,0,4.922428760135137,0.008186562534408151,flasher,2016-01-14 04:35:26
80229,1,4.968744503355703,0.010580799522512833,flasher,2016-01-14 04:35:26
80229,2,4.93084368456376,0.007439752548174028,flasher,2016-01-14 04:35:26
80229,3,5.202412086956522,0.008336087796477142,flasher,2016-01-14 04:35:26
80276,0,1.4912845236486487,0.0026922224769405597,flasher,2016-01-16 06:14:13
80276,1,1.5287002013422826,0.003929704845935371,flasher,2016-01-16 06:14:13
80276,2,1.5319729664429533,0.002741530022987726,flasher,2016-01-16 06:14:13
80276,3,1.621032234113712,0.002883228797853986,flasher,2016-01-16 06:14:13
80284,0,4.982069942760942,0.008032598594838394,flasher,2016-01-16 09:57:59
80284,1,5.0974331375838915,0.010147873231314638,flasher,2016-01-16 09:57:59
80284,2,5.036855836120407,0.006875803690226637,flasher,2016-01-16 09:57:59
80284,3,5.323319778523488,0.008358242969629975,flasher,2016-01-16 09:57:59
80321,0,1.4639298581081066,0.0025508356121568937,flasher,2016-01-18 05:48:40
80321,1,1.5188649026845638,0.003758227741958306,flasher,2016-01-18 05:48:40
80321,2,1.5077758093645477,0.00270307501297291,flasher,2016-01-18 05:48:40
80321,3,1.595627675585285,0.0028741665996492344,flasher,2016-01-18 05:48:40
80332,0,4.934280787162161,0.008388736891553042,flasher,2016-01-18 09:22:05
