RunID,Tel,AbsGainMean,AbsGainErr,Time,Type
84405,3,5.282187831649834,0.007416671247066581,2017-01-09 12:14:35,STD
84432,0,5.115438521885523,0.007453994088199536,2017-01-10 12:20:33,STD
84432,1,5.405162481605351,0.008267571350480908,2017-01-10 12:20:33,STD
84432,2,5.368093614864868,0.007206981362906263,2017-01-10 12:20:33,STD
84432,3,5.950179003355709,0.009786132432912271,2017-01-10 12:20:33,STD
84446,0,5.0012322996633,0.006949902496437376,2017-01-19 05:28:27,STD
84446,1,4.9497655585284255,0.006369881882951469,2017-01-19 05:28:27,STD
84446,2,5.19107450337838,0.0069613382290534325,2017-01-19 05:28:27,STD
84446,3,5.683696066889629,0.008674521348004498,2017-01-19 05:28:27,STD
84510,0,5.052461269360268,0.006943075148757872,2017-01-25 04:12:16,STD
84510,1,5.103244859531771,0.007366894157162848,2017-01-25 04:12:16,STD
84510,2,5.231564344594593,0.007061398725085312,2017-01-25 04:12:16,STD
84510,3,5.4797078080808035,0.008528884756891338,2017-01-25 04:12:16,STD
84731,0,4.913660104729729,0.0068624854009172965,2017-02-02 12:25:58,STD
84731,1,4.809162160535118,0.006273595251633554,2017-02-02 12:25:58,STD
84731,2,5.0442791655405435,0.006974873473161772,2017-02-02 12:25:58,STD
84731,3,5.313817822742476,0.007705222256003137,2017-02-02 12:25:58,STD
84735,0,1.4493217736486483,0.002271304254712269,2017-02-03 02:43:57,RHV
84735,1,1.5277101304347822,0.002145192910762236,2017-02-03 02:43:57,RHV
84735,2,1.498198525252525,0.0021323780172049565,2017-02-03 02:43:57,RHV
84735,3,1.608591750841751,0.002586531832850543,2017-02-03 02:43:57,RHV
84767,0,4.884500655405404,0.006865344280274831,2017-02-04 10:32:24,STD
84767,1,4.764832602006689,0.006302968149863126,2017-02-04 10:32:24,STD
84767,2,5.0329406329966275,0.006949517702813779,2017-02-04 10:32:24,STD
84767,3,5.282618355704697,0.007925129970090417,2017-02-04 10:32:24,STD
84776,0,4.912568346801341,0.0070896460711231514,2017-02-05 09:46:34,STD
84776,1,4.784655882943142,0.006940776957450746,2017-02-05 09:46:34,STD
84776,2,5.069024439189189,0.006975778360754805,2017-02-05 09:46:34,STD
84776,3,5.296312408026755,0.00795471150981448,2017-02-05 09:46:34,STD
84789,0,4.9168891683501705,0.006896120412263715,2017-02-06 12:27:46,STD
84789,1,4.834942866220737,0.006354268560081002,2017-02-06 12:27:46,STD
84789,2,5.073097412162159,0.006904989033308545,2017-02-06 12:27:46,STD
84789,3,5.330672614093956,0.007986159504418932,2017-02-06 12:27:46,STD
84793,0,4.982129389830507,0.006853472784897497,2017-02-07 12:10:40,STD
84793,1,4.9354095886287634,0.006556790214163798,2017-02-07 12:10:40,STD
84793,2,5.156501767676766,0.007367144238559655,2017-02-07 12:10:40,STD
84793,3,5.3879088959731565,0.008095900354507034,2017-02-07 12:10:40,STD
84821,0,4.918353626262623,0.00685188059571051,2017-02-14 04:00:25,STD
84821,1,4.7975207458194005,0.006718044053401568,2017-02-14 04:00:25,STD
84821,2,4.982712344594597,0.007256919520476327,2017-02-14 04:00:25,STD
84821,3,5.299782570469802,0.008012557716132301,2017-02-14 04:00:25,STD
84845,0,1.433476831649832,0.002258664569485892,2017-02-16 10:36:34,RHV
84845,1,1.4965174983277596,0.0022340621843033,2017-02-16 10:36:34,RHV
84845,2,1.4902919663299672,0.0022508641011373537,2017-02-16 10:36:34,RHV
84845,3,1.5797311906354523,0.0027431292087008305,2017-02-16 10:36:34,RHV
84856,0,4.860879108108104,0.007130407912068817,2017-02-17 04:18:09,STD
84856,1,4.793686936454847,0.006388075838840898,2017-02-17 04:18:09,STD
84856,2,4.990954604729729,0.007186943198243416,2017-02-17 04:18:09,STD
84856,3,5.2126877114093935,0.006938476677943615,2017-02-17 04:18:09,STD
84869,0,4.916326703703704,0.007054654331250901,2017-02-21 04:12:29,STD
84869,1,4.8181530301003335,0.007240913402196063,2017-02-21 04:12:29,STD
84869,2,5.0347558215488215,0.006690786111494063,2017-02-21 04:12:29,STD
84869,3,5.268167189189189,0.007241279134070138,2017-02-21 04:12:29,STD
85083,0,5.048020212837836,0.00724852073919383,2017-03-02 08:41:28,STD
85083,1,5.036204658862875,0.006686014696567591,2017-03-02 08:41:28,STD
85083,2,5.187016734899326,0.006650278370599156,2017-03-02 08:41:28,STD
85083,3,5.716118422818793,0.009458839817530543,2017-03-02 08:41:28,STD
85101,0,4.9175229020270255,0.007134717645986714,2017-03-03 07:13:37,STD
85101,1,4.916486006688963,0.00661586378605986,2017-03-03 07:13:37,STD
85101,2,5.051186666666667,0.006415423264586692,2017-03-03 07:13:37,STD
85101,3,5.360526919732446,0.008437627252140817,2017-03-03 07:13:37,STD
85113,0,5.0011025420875415,0.007451206068989001,2017-03-04 06:20:35,STD
85113,1,4.963337695652169,0.006351578486970586,2017-03-04 06:20:35,STD
85113,2,5.116055422297295,0.006697087279788066,2017-03-04 06:20:35,STD
85113,3,5.694392615384616,0.008841817430271688,2017-03-04 06:20:35,STD
85138,0,1.4138937533783775,0.0021306146205504217,2017-03-05 06:10:55,RHV
85138,1,1.4884081404682268,0.002274998172554439,2017-03-05 06:10:55,RHV
85138,2,1.4711016812080542,0.0020782465288064684,2017-03-05 06:10:55,RHV
85138,3,1.5784397811447812,0.002503056730921526,2017-03-05 06:10:55,RHV
85151,0,4.907975050675674,0.007445163567742344,2017-03-05 12:38:54,STD
85151,1,4.801270183946492,0.0058713169199069645,2017-03-05 12:38:54,STD
85151,2,5.024197636363634,0.006631087432834157,2017-03-05 12:38:54,STD
85151,3,5.30094334459459,0.008585101679608001,2017-03-05 12:38:54,STD
85154,0,1.448858841216215,0.002209269851183806,2017-03-06 08:34:46,RHV
85154,1,1.5278837224080268,0.002221485150691056,2017-03-06 08:34:46,RHV
85154,2,1.5038603108108102,0.002155326938545038,2017-03-06 08:34:46,RHV
85154,3,1.6143210401337793,0.002583772930171057,2017-03-06 08:34:46,RHV
85155,0,5.019692205387208,0.007450852774481874,2017-03-06 08:43:50,STD
85155,1,4.9654449899665565,0.006737208538051844,2017-03-06 08:43:50,STD
85155,2,5.134963511784509,0.006619794102710662,2017-03-06 08:43:50,STD
85155,3,5.690183362416109,0.0095510471834925,2017-03-06 08:43:50,STD
85166,0,1.4246989562289565,0.0022642187372036056,2017-03-07 06:51:23,RHV
85166,1,1.5042572775919734,0.002358578504405987,2017-03-07 06:51:23,RHV
85166,2,1.4847998585858586,0.0021264624391936593,2017-03-07 06:51:23,RHV
85166,3,1.5818525201342284,0.0026756926938645825,2017-03-07 06:51:23,RHV
85167,0,1.4306756397306395,0.002225726190689672,2017-03-07 07:00:00,RHV
85167,1,1.5104396153846158,0.002238387241436335,2017-03-07 07:00:00,RHV
85167,2,1.4947465236486477,0.002142202707695821,2017-03-07 07:00:00,RHV
85167,3,1.58814594949495,0.002742100196869956,2017-03-07 07:00:00,RHV
85177,0,5.15188113468013,0.009708175221492782,2017-03-07 11:00:00,STD
85177,1,5.132079785953179,0.009907398312976016,2017-03-07 11:00:00,STD
85177,2,5.231275270270274,0.007882959666126845,2017-03-07 11:00:00,STD
85177,3,4.850234702702705,0.010546933351500866,2017-03-07 11:00:00,STD
85184,0,1.4245748989898992,0.002318878963141925,2017-03-08 10:04:39,RHV
85184,1,1.5095001973244146,0.0022378054566784353,2017-03-08 10:04:39,RHV
85184,2,1.4816936858108103,0.002289623911870209,2017-03-08 10:04:39,RHV
85184,3,1.5909433771043775,0.0026939996584324625,2017-03-08 10:04:39,RHV
85188,0,4.894102043771042,0.006882048763684842,2017-03-08 11:34:44,STD
85188,1,4.815237692307695,0.005807263744388959,2017-03-08 11:34:44,STD
