# #MJD, AbsGain, AbsGainErr
5.436386188657407183e+04, 7.483599537999996443e+00, 4.186899433420342848e-02
5.438303748842592904e+04, 8.979503421999998736e+00, 6.579524442555008401e-02
5.438314417824074189e+04, 8.045806979999998276e+00, 4.497592332084185407e-02
5.438318508101852058e+04, 2.227255353319998790e+02, 8.511138921255049894e+00
5.438319393518518336e+04, 1.372347052000000822e+01, 2.822121813710994354e-01
5.438322783564814745e+04, 8.312463799999997960e+00, 4.807442958407869699e-02
5.438389390046296467e+04, 8.199119199999996610e+00, 4.544449806476406201e-02
5.438495571759259474e+04, 8.087176959999993642e+00, 4.324564566784661057e-02
5.438875250000000233e+04, 7.985007239999998063e+00, 4.477549191646285759e-02
5.438875875000000087e+04, 1.106489219799999013e+01, 1.645842198006976509e-01
5.438876736111110949e+04, 8.961461579999999927e+00, 7.217852713791017560e-02
5.438877395833333139e+04, 8.441433588000002430e+00, 5.044743415163750744e-02
5.439065506944444496e+04, 8.306085399999993513e+00, 4.704166612632448147e-02
5.439066553240740905e+04, 8.323749259999992489e+00, 4.876888299961475159e-02
5.439182271990740992e+04, 9.105464500000001848e+00, 8.021665791443764737e-02
5.439267439814814861e+04, 8.295618960000000541e+00, 4.645164944699545218e-02
5.439573940972222044e+04, 8.132304559999996130e+00, 4.534511634305231353e-02
5.439863428240740905e+04, 8.523870139999999651e+00, 5.035629230627693131e-02
5.439877122685185168e+04, 8.550830360000002628e+00, 5.123586385957661776e-02
5.440369589120370074e+04, 9.480204591999992658e+00, 6.630593744730056693e-02
5.440564646990740584e+04, 9.231759300000003776e+00, 6.048425907247287348e-02
5.440565476851852145e+04, 8.430873120000006438e+00, 4.917553297929923295e-02
5.440695129629629810e+04, 8.900195261999998664e+00, 5.751508366682019091e-02
5.441073916666666628e+04, 8.127772814000003621e+00, 4.561413907622234587e-02
5.441074824074074422e+04, 8.121182239999999553e+00, 4.662660730182598828e-02
5.441075771990740759e+04, 8.363268059999992232e+00, 4.652928852312260971e-02
5.441076565972222306e+04, 8.187856919999999761e+00, 4.546314260677526697e-02
5.441168107638888614e+04, 7.960565139999999040e+00, 4.465664588888844377e-02
5.441374217592592322e+04, 7.883350740000000023e+00, 4.357466074519973642e-02
5.441672128472222539e+04, 8.321637439999992836e+00, 4.867950038853655764e-02
5.441671275462963240e+04, 8.329065213999996331e+00, 5.118322696762848956e-02
5.441780454861110775e+04, 8.831159640000002753e+00, 6.075221683619694280e-02
5.441781554398148000e+04, 7.831539899999997445e+00, 4.187770967003004441e-02
5.441783773148147884e+04, 8.118346297999998740e+00, 4.667131774569104052e-02
5.442073655092592526e+04, 8.486486979999982694e+00, 5.080969842614369708e-02
5.442075315972221870e+04, 8.419404353999995649e+00, 6.527124495041228269e-02
5.442078050925926073e+04, 8.521158279999999863e+00, 5.460131681139554494e-02
5.442177834490740497e+04, 7.743678719999999238e+00, 4.242986550227512144e-02
5.442372697916666948e+04, 1.058029406000000527e+01, 9.445174311933374200e-02
5.442374068287036789e+04, 8.952552619999998740e+00, 5.399456891309403067e-02
5.442467361111110949e+04, 1.098060425999999445e+01, 1.437257579468451674e-01
5.442569928240740410e+04, 8.549398657999995876e+00, 5.245905920193124489e-02
5.443378563657407358e+04, 8.358009024000002896e+00, 5.041390297310968660e-02
5.443866924768518220e+04, 8.090075163999996377e+00, 4.938741446823653042e-02
5.443962706018518656e+04, 7.652613417999998724e+00, 4.151443248743547781e-02
5.444068730324073840e+04, 7.806387631999996302e+00, 4.206549639779559591e-02
5.444186328703703475e+04, 7.998769513999999248e+00, 4.682842100717757305e-02
5.444869307870370540e+04, 7.632313012000000008e+00, 4.250388764720382934e-02
5.445117032407407532e+04, 7.650653699999996782e+00, 4.305919485987938500e-02
5.445119033564814890e+04, 7.659141683999993511e+00, 4.388995993942293450e-02
5.445274980324073840e+04, 8.580495460000001628e+00, 6.393336656449438715e-02
5.445398120370370452e+04, 2.037945577100000492e+02, 8.431593597815849606e+00
5.445489738425926043e+04, 7.715608388000006812e+00, 4.167004672076296545e-02
5.446362675925925578e+04, 7.735609534000000842e+00, 4.346778899809876362e-02
5.446462660879629402e+04, 7.853656318000001413e+00, 4.716264543140753773e-02
5.446562665509259386e+04, 7.473485738000008816e+00, 4.095160817265120629e-02
5.446684192129629810e+04, 8.546292435999999881e+00, 6.895948391000196465e-02
5.446763307870370045e+04, 7.924253359999998914e+00, 4.461775057450355353e-02
5.446862686342592497e+04, 7.503308613999996268e+00, 3.955923269805259462e-02
5.447270116898148262e+04, 7.590133685999997049e+00, 4.094538259512564560e-02
5.447462645833333227e+04, 8.078118932000002417e+00, 4.937129082534401359e-02
5.447562682870370190e+04, 7.543742068000002909e+00, 4.091880436044558617e-02
5.447662674768518627e+04, 7.728395697999998148e+00, 4.540111750678268998e-02
5.447762659722222452e+04, 7.657371208000009588e+00, 4.261392268540226819e-02
5.447862688657407125e+04, 1.901249032200002276e+01, 4.694912587012322058e-01
5.447962657407407096e+04, 7.364060459999997477e+00, 3.983376326940443052e-02
5.448062675925925578e+04, 7.596223951999992785e+00, 4.586219766397459097e-02
5.449193174768518656e+04, 7.437464757999999954e+00, 3.299032922201149132e-02
5.449162658564814774e+04, 1.295226451079999492e+02, 5.423554710232060927e+00
5.449462655092592468e+04, 7.403924176000001189e+00, 3.978641775491923577e-02
5.449562652777777839e+04, 7.347583782000000951e+00, 3.914050303770573447e-02
5.449662642361110920e+04, 7.201445154000004401e+00, 4.212525063082456916e-02
5.449762660879629402e+04, 8.486721384000004420e+00, 6.962372624970136759e-02
5.449862660879629402e+04, 7.263527676000008704e+00, 3.827071895635350551e-02
5.450022715277777752e+04, 7.306429165999999142e+00, 4.136168933414373361e-02
5.450262662037037080e+04, 7.350692688000004082e+00, 3.999621185422226610e-02
5.450413164351852174e+04, 7.283012252000002462e+00, 3.851032273221683538e-02
5.450462697916666366e+04, 7.179836206000005383e+00, 3.768719810992764152e-02
5.450562662037037080e+04, 7.885609065999994449e+00, 4.774349560239645601e-02
5.450662673611110949e+04, 1.365596560799999537e+01, 2.904670835319906330e-01
5.450771701388889051e+04, 7.549557260000001158e+00, 4.055510924939895179e-02
5.450985081018518395e+04, 7.763507339999994095e+00, 4.242502833373304472e-02
5.450962659722222452e+04, 8.607148559999995285e+00, 7.406077054344900601e-02
5.451068023148148495e+04, 7.360918339999998672e+00, 3.761667163404027597e-02
5.452162608796296263e+04, 7.564805712000004512e+00, 4.183809809003814772e-02
5.452262594907407765e+04, 7.472840051999993349e+00, 4.011661476034115992e-02
5.452362605324073957e+04, 7.669533535999999430e+00, 4.164904786206533732e-02
5.452462655092592468e+04, 7.251744358000001611e+00, 4.137629468867379257e-02
5.452562603009259328e+04, 7.723780629999992264e+00, 4.280643873182004427e-02
5.452863803240740526e+04, 3.202916653799999835e+01, 1.092293753026734038e+00
5.452762655092592468e+04, 7.495351806000001282e+00, 4.133823267429734966e-02
5.452864562499999738e+04, 7.577674566000013101e+00, 4.420530923707822329e-02
5.452962961805555824e+04, 7.336342254000000729e+00, 3.878295541343341341e-02
5.453162675925925578e+04, 7.188808277999996221e+00, 3.859430607343666136e-02
5.453575204861110979e+04, 7.895145479999998273e+00, 4.583818481665082045e-02
5.453578702546295972e+04, 7.790798165999998304e+00, 4.298493885161351613e-02
5.453584394675926160e+04, 7.497510633999999285e+00, 3.814138839239709922e-02
5.453672340277778130e+04, 8.308223120000002737e+00, 4.771462531620178360e-02
5.453762883101851912e+04, 8.459499500000003280e+00, 6.327412051639669244e-02
5.453874783564815152e+04, 8.178320841999997981e+00, 5.669185180802388535e-02
5.453958493055555300e+04, 7.865360120000005395e+00, 4.135944570303509704e-02
5.454058489583332994e+04, 8.233615520000000743e+00, 5.563690755092851742e-02
5.455267804398148292e+04, 7.768337379999996628e+00, 4.103900007394629262e-02
5.455358497685185284e+04, 7.827551187999995719e+00, 4.335477675720483121e-02
5.455458495370370656e+04, 7.702756000000008818e+00, 4.326729147840602252e-02
5.455558484953703737e+04, 1.063585157999999709e+01, 1.488901026366254154e-01
5.455658488425926043e+04, 7.283725197999997292e+00, 3.694991921993026618e-02
5.455758498842592235e+04, 8.840503620000003338e+00, 6.260710676904474026e-02
5.455858482638889109e+04, 7.832997800000002897e+00, 4.373635295372253068e-02
5.455958486111111415e+04, 7.804327399999996473e+00, 4.285178908249482471e-02
5.456058471064814512e+04, 7.922765945999997506e+00, 4.371244457741774864e-02
5.456258461805555271e+04, 9.543051260000005698e+00, 8.476681095930846399e-02
5.456458497685185284e+04, 1.048311645199998843e+01, 1.621433834737371904e-01
5.456592219907407707e+04, 7.352559544000003555e+00, 3.761512042738263117e-02
5.460058803240740963e+04, 1.111259224400001067e+01, 1.169337212731738629e-01
5.460075644675926014e+04, 7.134622407999999361e+00, 2.104663422122547700e-02
5.461158489583332994e+04, 8.180246224000001121e+00, 6.348299327688361471e-02
5.461261230324074131e+04, 1.013393908600000515e+01, 1.496684781921304441e-01
5.461267890046296088e+04, 7.648954994000000340e+00, 4.084254125323601853e-02
5.461358498842592235e+04, 7.177208440000002021e+00, 3.507832864422796848e-02
5.461458504629629897e+04, 7.398411770000005383e+00, 3.833008977363813741e-02
5.461558541666666861e+04, 8.560041799999995149e+00, 6.591041350992316028e-02
5.461658552083333052e+04, 7.247215188000001085e+00, 3.429260541639664317e-02
5.461758496527777606e+04, 7.722732860000010469e+00, 4.657195880341991057e-02
5.461858513888889138e+04, 7.585550179999993148e+00, 4.532284491525302716e-02
5.461958527777777635e+04, 7.350182232000001648e+00, 3.546923862601015359e-02
5.462058503472222219e+04, 7.952931079999997266e+00, 5.161204977135562533e-02
5.462158509259259154e+04, 7.266978459999995366e+00, 3.467008670367903445e-02
5.462258515046296088e+04, 7.458643699999999654e+00, 3.712949114192658218e-02
5.462358518518518395e+04, 7.934912219999995742e+00, 4.487625728601232766e-02
5.462458506944444525e+04, 8.327787640000007485e+00, 7.297640812118785791e-02
5.462558508101852203e+04, 7.855745440000002411e+00, 4.149197444044029626e-02
5.474280266203703650e+04, 6.954074028000004404e+00, 6.116076874095971450e-02
5.474458613425926160e+04, 6.589782674000002061e+00, 3.081865875560847040e-02
5.475758502314814541e+04, 5.816914508000000872e+00, 2.862514663767128445e-02
5.475858497685185284e+04, 7.182653618000001572e+00, 8.324437526135193555e-02
5.476158511574073782e+04, 5.864268993999996127e+00, 2.862446678324804053e-02
5.476258505787036847e+04, 5.797206572000003000e+00, 2.864738874894567910e-02
5.476458516203703766e+04, 5.717590182000005683e+00, 2.742979421228214365e-02
5.476558524305555329e+04, 5.740940515999993998e+00, 2.678057324546560466e-02
5.476658568287036906e+04, 5.957823553999999078e+00, 3.348070091765947137e-02
5.477058517361111444e+04, 5.634769763999994296e+00, 2.623011757976840413e-02
5.477262682870370190e+04, 5.681163256000003159e+00, 2.651947518859914393e-02
5.477462687500000175e+04, 5.710874056000003307e+00, 2.657582523425638943e-02
5.477562680555555562e+04, 5.718985822000001384e+00, 2.724468160469871447e-02
5.477762665509259386e+04, 6.740357198000005212e+00, 6.008187364893739779e-02
5.477862667824074015e+04, 7.172045992000002812e+00, 4.872808517486348912e-02
5.477962665509259386e+04, 6.744371963999992836e+00, 4.088746535472069510e-02
5.478662664351851708e+04, 7.517426920000001900e+00, 8.453174243735517290e-02
5.479062673611110949e+04, 5.879906837999999247e+00, 2.843224170798225314e-02
5.479162668981481693e+04, 5.685024516000001249e+00, 2.618046743739247881e-02
5.479262722222222510e+04, 5.674231299999998868e+00, 2.660771675884084433e-02
5.479362684027777868e+04, 5.863720812000003946e+00, 2.835709475222684614e-02
5.479462689814814803e+04, 6.116217953999996126e+00, 3.364926994180961889e-02
5.480262668981481693e+04, 5.763041215999994193e+00, 2.656626002482060170e-02
5.480362716435184848e+04, 6.403488617999997246e+00, 4.559705571299303012e-02
5.480462929398148117e+04, 5.918643664000000193e+00, 2.795568489985426550e-02
5.480562703703704028e+04, 5.849266820000001310e+00, 2.777539005762732355e-02
5.481562614583333198e+04, 8.422757901999998964e+00, 1.069599416903264544e+00
5.481862672453703999e+04, 5.868952242000002428e+00, 2.750840464886075698e-02
5.482262671296296321e+04, 5.876716759999997208e+00, 2.802289991852169315e-02
5.482562664351851708e+04, 5.885997114000002028e+00, 2.756904961395823667e-02
5.483862670138888643e+04, 5.937122803999997700e+00, 3.029916018699051888e-02
5.483962671296296321e+04, 5.869202788000001725e+00, 2.837665968364397329e-02
5.484462680555555562e+04, 6.843151302000002545e+00, 4.194635075260565171e-02
5.484662666666666337e+04, 6.165312024000001223e+00, 3.192806016039603095e-02
5.484762690972222481e+04, 5.984675326000004070e+00, 2.888196147049688564e-02
5.484862694444444787e+04, 7.386027956000000394e+00, 8.836568793316650072e-02
5.484962748842592555e+04, 6.384138218000009246e+00, 1.947987564335973074e-02
5.485162690972222481e+04, 6.376128607999994813e+00, 3.178069163961014937e-02
5.485662666666666337e+04, 5.863128684000002977e+00, 2.761370020240423717e-02
5.485762682870370190e+04, 5.975002347999998520e+00, 2.871333439527737341e-02
5.486162642361110920e+04, 6.409354320000007377e+00, 4.472553540319513382e-02
5.486840677083333139e+04, 1.421765692000000803e+00, 8.962528554516376381e-03
5.486862663194444758e+04, 5.792561408000000078e+00, 2.822568700043888434e-02
5.487562673611110949e+04, 5.707994125999997337e+00, 2.819626901404726979e-02
5.487662660879629402e+04, 5.692084224000002912e+00, 3.404685922265332509e-02
5.487962667824074015e+04, 5.755972562000004622e+00, 2.852054777464619467e-02
5.488162601851851650e+04, 5.628778095999999564e+00, 2.742337334068425600e-02
5.488262599537037022e+04, 5.609157068000000024e+00, 2.731513600880662931e-02
5.488362659722222452e+04, 5.748357967999995211e+00, 3.161645514318731087e-02
5.488462656250000146e+04, 5.689526812000002209e+00, 2.849717720520242303e-02
5.488662682870370190e+04, 5.869989373999997539e+00, 3.123916453355971706e-02
5.488862668981481693e+04, 1.152539027599999066e+01, 2.848014213958416918e-01
5.488962662037037080e+04, 5.921863316000004929e+00, 3.624223539721534160e-02
5.489162664351851708e+04, 5.625950758000007212e+00, 2.767508339765837808e-02
5.489262666666666337e+04, 5.642751892000000602e+00, 2.769371888185268374e-02
5.489362663194444758e+04, 5.804860755999992961e+00, 3.734415110522269765e-02
5.490865265046296554e+04, 5.397340042000002391e+00, 3.299047534317509078e-02
5.490558521990740701e+04, 5.759167541999999251e+00, 2.917543406150310131e-02
5.490658543981481489e+04, 5.747363480000005964e+00, 2.914547745950490584e-02
5.490858518518518395e+04, 5.639085678000003377e+00, 2.830260485137459092e-02
5.490959056712962774e+04, 5.574583289999998748e+00, 2.704505285781627980e-02
5.491058499999999913e+04, 5.956409224000002389e+00, 3.193901936106495476e-02
5.491158494212962978e+04, 6.503899981999995639e+00, 5.267360256366983989e-02
5.491258504629629897e+04, 5.655452643999995033e+00, 2.769868561509574584e-02
5.491358510416666832e+04, 5.613399129999998571e+00, 2.748181516463670676e-02
5.492370170138889080e+04, 5.660830934000000703e+00, 2.702192223433771273e-02
5.491558496527777606e+04, 5.656634958000000601e+00, 2.769136687519249684e-02
5.491658497685185284e+04, 5.642586953999995103e+00, 2.786220667170103207e-02
5.491758501157407591e+04, 5.634738229999999071e+00, 2.755552112897470193e-02
5.491858488425926043e+04, 5.669311675999995970e+00, 2.724209417373387593e-02
5.492058497685185284e+04, 5.762026187999999216e+00, 2.816185518041880095e-02
5.492158505787036847e+04, 5.526098576000005203e+00, 2.662955194163468819e-02
5.492258493055555300e+04, 5.580684554000000297e+00, 2.698727676333251974e-02
5.492358497685185284e+04, 5.619052019999999814e+00, 2.665786750910367417e-02
5.492558502314814541e+04, 5.582003022000002979e+00, 2.708586316184168410e-02
5.492658494212962978e+04, 5.708755832000002250e+00, 2.843182530608991468e-02
5.493458496527777606e+04, 6.552544410000001207e+00, 5.706742241266993254e-02
5.493558499999999913e+04, 5.721188701999992965e+00, 3.093433221714621262e-02
5.493658538194444554e+04, 5.854941497999996081e+00, 2.939405849380440777e-02
5.493758503472222219e+04, 5.755503682000004062e+00, 2.998572269597501658e-02
5.493858523148148379e+04, 5.675407962000000417e+00, 2.754995780411900047e-02
5.494158494212962978e+04, 5.528760003999999562e+00, 2.625658058567969383e-02
5.494258528935185313e+04, 5.780353988000003440e+00, 2.854137354911619878e-02
5.494358508101852203e+04, 5.634890679999996266e+00, 2.775939045582582684e-02
5.494458490740740672e+04, 5.704315442000006620e+00, 2.787356191023226265e-02
5.494558495370370656e+04, 5.761333917999996501e+00, 2.878921249580916955e-02
5.494658503472222219e+04, 6.843256598000000857e+00, 7.722162882751540391e-02
5.494758493055555300e+04, 5.691829311999995866e+00, 2.793872822861833555e-02
5.494858506944444525e+04, 5.677316399999999597e+00, 2.781104742518313022e-02
5.494958501157407591e+04, 5.807897091999999262e+00, 3.039573666282962758e-02
5.495058525462963007e+04, 5.977431327999999766e+00, 3.531577419289207848e-02
5.495158472222222190e+04, 5.915129419999998639e+00, 3.949808589850610507e-02
5.495358499999999913e+04, 5.763835719999995000e+00, 2.859231373981488758e-02
5.495458495370370656e+04, 5.761116895999998988e+00, 2.758499927004354896e-02
5.495558506944444525e+04, 5.973607366000003971e+00, 3.061977983946209680e-02
5.511758497685185284e+04, 7.041512760000005144e+00, 5.107131337496916695e-02
5.512858515046296088e+04, 6.732389664000004714e+00, 4.404978267930205471e-02
5.551292906249999942e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294616898147797e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551295827546296641e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551296940972222365e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551298108796296583e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551299278935185430e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551300451388888905e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551301625000000058e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551302652777777985e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551303812499999913e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551304980324074131e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292621527778101e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292677083333547e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292891203703766e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292754629629781e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292885416666832e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292723379629751e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292694444444351e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292876157407591e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294135416666541e+04, 6.592641523046097518e+00, 8.005367341939784165e-01
5.551294377314814483e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294320601852087e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294224537037371e+04, 6.215906292585171578e+00, 1.802146120083104819e+00
5.551294952546296554e+04, 6.211388897795592001e+00, 1.563883327439842708e+00
5.551294987268518162e+04, 6.976935410821639039e+00, 7.391381584381521153e-01
5.551295019675925869e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294864583333401e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551295653935184964e+04, 2.275540400801602470e+00, 6.227336496026876674e-03
5.551295585648147971e+04, 5.510147675350706820e+00, 3.005215772042406086e-01
5.551296593749999738e+04, 5.671293448897798406e+00, 1.561993170499432863e-02
5.551293273148148000e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551293482638888963e+04, 6.989650418837673129e+00, 1.666348852146493309e+00
5.551293486111111270e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551293233796296408e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.514362659722222452e+04, 8.203084923999997002e+00, 6.397468773001316333e-02
5.551293172453704028e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551293532407407474e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.514462655092592468e+04, 7.389284913999999205e+00, 5.470229905799435521e-02
5.551293268518518744e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551293936342592497e+04, 2.570549627254509861e+00, 5.433902946949793061e-02
5.551295362268518511e+04, 5.119835711422847879e+00, 6.722960968240810492e-03
5.514562650462963211e+04, 7.210860366000000354e+00, 6.047520298520117632e-02
5.551294273148148204e+04, 5.516315002004002821e+00, 4.684763774582795470e+00
5.551294280092592817e+04, 5.558538777555109611e+00, 5.164053528798208115e-01
5.551294708333333256e+04, 5.810639779559116924e+00, 9.182427909218859874e-03
5.514662591435185459e+04, 7.036492277999997214e+00, 4.554259018897807709e-02
5.551295634259259532e+04, 5.849687274549101090e+00, 1.397200888105070912e-02
5.551295961805555271e+04, 5.935202585170340051e+00, 1.077083128488425315e-02
5.514762652777777839e+04, 6.807845033999998741e+00, 4.179497939238842330e-02
5.551295567129629490e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551297523148148321e+04, 7.651040220440877171e+00, 6.234351026352618480e-02
5.551297497685185226e+04, 7.559457575150299036e+00, 1.173094024468464280e-01
5.551296344907407183e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551295438657407067e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.515062594907407765e+04, 6.836394597999996492e+00, 4.196850332579294546e-02
5.515162652777777839e+04, 6.773007804000000576e+00, 4.046739369684025645e-02
5.515262596064814716e+04, 6.794930661999996957e+00, 4.291686363291172951e-02
5.551297005787037051e+04, 5.574319200400802643e+00, 2.251848351374247451e-02
5.515362594907407765e+04, 6.664173830000001075e+00, 3.927465161774594538e-02
5.515462593750000087e+04, 6.683019345999996474e+00, 4.038711589420612008e-02
5.515562653935185517e+04, 6.717244619999999777e+00, 3.992892739429573096e-02
