# #MJD, AbsGain, AbsGainErr
5.439863783564815094e+04, 5.336444175999998762e+00, 2.598307029376551586e-02
5.439877365740740788e+04, 5.306916814000004479e+00, 2.568858554951727532e-02
5.440369965277778101e+04, 5.665669662000000883e+00, 3.000769613142082945e-02
5.440565023148147884e+04, 5.487285585999990722e+00, 2.743589064677673731e-02
5.440565892361111037e+04, 5.297415452000002745e+00, 2.555059583709859763e-02
5.440695489583333256e+04, 5.257152912000006673e+00, 2.533090196696554525e-02
5.441074287037036993e+04, 5.239222552000000199e+00, 2.521702738634672147e-02
5.441075199074074044e+04, 5.240577243999998025e+00, 2.478608429322864265e-02
5.441076144675925752e+04, 5.324537969999997955e+00, 2.549054788746026728e-02
5.441076944444444234e+04, 5.237835176000000814e+00, 2.520100115657314399e-02
5.441168784722222335e+04, 5.209157750000003695e+00, 2.528829868969423300e-02
5.441374593750000349e+04, 5.212443250000001527e+00, 2.543884575672163834e-02
5.441672515046296030e+04, 5.254398017999998949e+00, 2.627051401089109534e-02
5.441671646990740555e+04, 5.231614310000002988e+00, 2.554875374421148801e-02
5.441780833333333430e+04, 5.301762436000001522e+00, 2.762819531218772828e-02
5.441781934027777606e+04, 5.141673008000003264e+00, 2.468308288801583997e-02
5.442074018518518278e+04, 5.207621765999997265e+00, 2.506140738024039555e-02
5.442075652777777577e+04, 5.165436551999996517e+00, 2.722051303450745072e-02
5.442178200231481605e+04, 5.171597050000004359e+00, 2.462569014774004111e-02
5.442373055555555766e+04, 5.386655613999999481e+00, 2.578439938985985225e-02
5.442374429398147913e+04, 5.330568745999996416e+00, 2.542263855611742729e-02
5.442467726851852058e+04, 5.183135197999994226e+00, 2.883356493981590468e-02
5.442570322916666919e+04, 5.248626807999999144e+00, 2.522374347251855539e-02
5.443378920138889225e+04, 9.622680986000004211e+00, 2.090280958525077559e-01
5.443770665509259561e+04, 5.925027276000002452e+00, 4.524986050294493856e-02
5.443867403935184848e+04, 5.343378318000008953e+00, 2.516951912944041109e-02
5.443963062499999796e+04, 5.273013769999999489e+00, 2.478664165380848466e-02
5.444069091435184964e+04, 5.272316871999998433e+00, 2.459013360581900620e-02
5.444186687499999971e+04, 2.125367651600000727e+02, 8.458490668679417013e+00
5.444869666666666308e+04, 5.430994466000000465e+00, 3.227264960292677842e-02
5.445117392361110979e+04, 5.320663011999998027e+00, 2.515569016040393457e-02
5.445119396990740643e+04, 5.285181625999998190e+00, 2.614869174093643195e-02
5.445275339120370336e+04, 5.192875948000001962e+00, 2.358665777604917677e-02
5.445398486111110833e+04, 5.187383775999999003e+00, 2.340438615335899142e-02
5.445490094907407183e+04, 5.235489857999996666e+00, 2.414946561866436123e-02
5.446363065972222103e+04, 5.376275514000003142e+00, 2.596438149187437622e-02
5.446463025462962833e+04, 5.326051134000000076e+00, 2.518988104041865878e-02
5.446563025462962833e+04, 5.173492926000003322e+00, 2.373665497520243556e-02
5.446684620370370249e+04, 5.169550676000008060e+00, 2.384900174903128653e-02
5.446763682870370394e+04, 5.312336394000000794e+00, 2.554990980513026019e-02
5.446863100694444438e+04, 5.224151971999997812e+00, 2.468800623921328999e-02
5.447270547453704057e+04, 5.224700511999998298e+00, 2.428802766527186560e-02
5.447563061342592846e+04, 5.199805170000003862e+00, 2.434974550580765520e-02
5.447663034722222073e+04, 5.049508490000000016e+00, 2.341732169164480876e-02
5.447763025462962833e+04, 5.106076728000001452e+00, 2.370739420325564117e-02
5.447863043981481314e+04, 5.239970214000004844e+00, 2.951648869680647755e-02
5.447963013888888963e+04, 5.105892424000000318e+00, 2.341442513450027810e-02
5.448063039351852058e+04, 5.086986391999997359e+00, 2.340913422496372978e-02
5.449193723379629955e+04, 5.411685920000001815e+00, 5.555898368083763555e-02
5.449163023148148204e+04, 6.022811148000000614e+00, 4.086775801520765861e-02
5.449463012731481285e+04, 5.869137291999999562e+00, 4.326901288180340366e-02
5.449563005787037400e+04, 5.875745936000003056e+00, 4.405265349755425885e-02
5.449662982638888934e+04, 6.193677907999992627e+00, 5.831248648904406584e-02
5.449763013888888963e+04, 5.936113771999995237e+00, 4.434336389499553277e-02
5.449863013888888963e+04, 5.976412624000002616e+00, 4.767438787134045675e-02
5.450023131944444322e+04, 6.059128519999994467e+00, 5.039558170022661460e-02
5.450263020833333576e+04, 5.781827780000000416e+00, 4.043109177796434806e-02
5.450413537037037167e+04, 5.113654828000004926e+00, 2.440223600868086234e-02
5.450463082175925956e+04, 5.031837558000004762e+00, 2.321959219199522945e-02
5.450563012731481285e+04, 5.086727989999999977e+00, 2.359766479869351494e-02
5.450663025462962833e+04, 5.122071258000004512e+00, 2.379249387678299479e-02
5.450772062500000175e+04, 8.243217970000003447e+00, 1.591514145538758251e-01
5.450985443287037197e+04, 5.120447012000000520e+00, 2.384325866722642948e-02
5.450963015046296641e+04, 5.211091432000001689e+00, 2.474753820732295342e-02
5.451068385416666570e+04, 7.323016000000003523e+00, 1.178170126073178059e-01
5.452162996527777432e+04, 5.239209221999994170e+00, 2.516641816255240846e-02
5.452262961805555824e+04, 7.537295917999996320e+00, 1.318295420402148810e-01
5.452362980324074306e+04, 5.117885499999989207e+00, 2.476810715596369089e-02
5.452462988425925869e+04, 5.073413694000002749e+00, 2.646934342385471803e-02
5.452562996527777432e+04, 5.094964711999998563e+00, 2.382102539487183576e-02
5.452864165509259328e+04, 5.051365466000006244e+00, 2.379541236351425185e-02
5.452763020833333576e+04, 5.089265270000002062e+00, 2.438983559799375381e-02
5.452864912037036993e+04, 4.988671885999998779e+00, 2.530636492562519241e-02
5.452963328703703883e+04, 5.593716215999998909e+00, 3.925595922939840304e-02
5.453163042824074364e+04, 5.026067491999995696e+00, 2.553897556235973365e-02
5.453575594907407503e+04, 5.094364009999998721e+00, 2.360245949804298804e-02
5.453579104166666366e+04, 5.382359579999995702e+00, 3.054605098664699495e-02
5.453584818287037342e+04, 5.168903369999997999e+00, 2.467182290623195703e-02
5.453658959490740381e+04, 5.347193239999995740e+00, 2.574855860605751445e-02
5.453763284722222306e+04, 5.397841838000003278e+00, 3.066710267508867063e-02
5.453875156250000146e+04, 1.086482373779999335e+02, 4.533197297549999227e+00
5.453958854166666424e+04, 5.546709516000003504e+00, 3.911574794165849356e-02
5.454058847222222539e+04, 5.086622182000001935e+00, 2.307584241295238675e-02
5.455268160879629431e+04, 5.248500393999999680e+00, 2.510967378761757088e-02
5.455358849537037167e+04, 5.281156469999996439e+00, 2.553246801880498448e-02
5.455458844907407183e+04, 5.160359445999994854e+00, 2.474243441480422287e-02
5.455558837962963298e+04, 5.405506240000002904e+00, 2.684533333310095901e-02
5.455658840277777927e+04, 5.105802092000001124e+00, 2.368470125085191808e-02
5.455758854166666424e+04, 5.450730827999999306e+00, 2.669168025971887029e-02
5.455858833333333314e+04, 5.698336859999998616e+00, 3.861431205622833929e-02
5.455958840277777927e+04, 5.404014215999999315e+00, 3.378750116428638761e-02
5.456058832175925636e+04, 5.265531225999996678e+00, 2.532197559757777203e-02
5.456258811342592526e+04, 5.203045689999999723e+00, 2.456690269363950158e-02
5.456458855324074102e+04, 5.345766373999999210e+00, 2.851975736199947875e-02
5.456592574074074219e+04, 5.084541390000002714e+00, 2.374279440675897482e-02
5.460060896990740730e+04, 5.151818168000001030e+00, 8.784065260866488756e-03
5.460076385416666744e+04, 1.013545236800000637e+01, 2.320120610801043037e-01
5.461269729166666366e+04, 7.434884111999999767e+00, 1.315215247692124723e-01
5.461358862268518715e+04, 7.686174980000005874e+00, 1.093738127220129364e-01
5.461458877314814890e+04, 1.111089824599999254e+01, 2.939810830521445983e-01
5.461558914351851854e+04, 5.063301264000000579e+00, 2.350519993473593888e-02
5.461658945601851883e+04, 5.000967796000002963e+00, 2.274483576622520278e-02
5.461758870370370278e+04, 7.890497874000001133e+00, 1.486542197134263221e-01
5.461858893518518744e+04, 7.415290255999996027e+00, 1.270773799566426721e-01
5.461958912037037226e+04, 7.234777612000008240e+00, 1.185292985510558866e-01
5.462058879629629519e+04, 5.053566029999998932e+00, 2.261174688708097666e-02
5.462158885416666453e+04, 7.427871200000001117e+00, 1.295287476728936293e-01
5.462258899305555678e+04, 3.422465504999998132e+01, 1.233631661225331522e+00
5.462358922453703417e+04, 7.124866735999999534e+00, 1.132835464850912854e-01
5.462458885416666453e+04, 2.008055889399999927e+01, 4.491760815046621502e-01
5.462558903935184935e+04, 8.304223548000001287e+00, 1.620523497795864076e-01
5.465058785879629431e+04, 5.391871364000004441e+00, 2.395267440284288424e-02
5.474280651620370190e+04, 5.272316747999996167e+00, 2.576890937163548584e-02
5.474459402777777723e+04, 5.328632281999992060e+00, 1.266858188847937508e-02
5.475758890046296438e+04, 5.259416847999999867e+00, 2.751059299481868267e-02
5.475858888888888760e+04, 5.723876215999998074e+00, 4.802112544772236397e-02
5.476158899305555678e+04, 5.213888052000003270e+00, 2.496109378089244463e-02
5.476258893518518744e+04, 5.061948811999999798e+00, 2.341250443108550475e-02
5.476458906250000291e+04, 5.025463970000002334e+00, 2.306173271221241203e-02
5.476558913194444176e+04, 5.022482706000004349e+00, 2.286507626044374103e-02
5.476658950231481140e+04, 5.110694860000002393e+00, 2.507688730551212858e-02
5.477058907407407241e+04, 5.037734680000000687e+00, 2.236340835106095590e-02
5.477263091435185197e+04, 5.079700100000001939e+00, 2.304788013067675043e-02
5.477463089120370569e+04, 5.107433578000002861e+00, 2.386869679253319013e-02
5.477563082175925956e+04, 5.113891756000001898e+00, 2.361320129253949296e-02
5.477763068287036731e+04, 5.515857017999999279e+00, 2.677158386459032105e-02
5.477863056712962862e+04, 7.087631380000001258e+00, 5.569949805671928905e-02
5.477963052083333605e+04, 7.059499419999998082e+00, 6.687446624336673695e-02
5.478662982638888934e+04, 7.306536360000000840e+00, 9.520936026687187859e-02
5.479063098379629810e+04, 5.821965097999996175e+00, 3.524173079031640843e-02
5.479163079861111328e+04, 5.259665191999995493e+00, 2.774548709881383829e-02
5.479263136574073724e+04, 5.173801751999997478e+00, 2.482181442296422721e-02
5.479363096064814454e+04, 5.424112603999997617e+00, 2.994561536221345896e-02
5.479463081018518278e+04, 5.348820147999997943e+00, 3.022650134855540960e-02
5.480062974537037371e+04, 1.299948556800000610e+01, 3.606500736172191246e-01
5.480263059027777490e+04, 5.302057373999998546e+00, 2.623467352475792463e-02
5.480363105324074422e+04, 5.517523591999998978e+00, 3.221724475627871925e-02
5.480463318287036964e+04, 5.622440666000000142e+00, 3.266129834627536782e-02
5.480563097222222132e+04, 5.097355071999998266e+00, 2.289175673826738741e-02
5.481863076388889021e+04, 5.213639784000001498e+00, 2.446284605530433739e-02
5.482263074074074393e+04, 5.905499611999998066e+00, 3.800475768739978305e-02
5.482563065972222103e+04, 6.021191159999996323e+00, 3.937934064460638095e-02
5.483863063657407474e+04, 5.268192113999995208e+00, 2.763408760460025343e-02
5.483963061342592846e+04, 5.713818876000001268e+00, 3.505017531260973956e-02
5.484463075231481344e+04, 5.944846562000002166e+00, 3.576127188540631496e-02
5.484663054398148233e+04, 6.008756039999996190e+00, 3.884033010240321715e-02
5.484763078703703650e+04, 6.211896478000001665e+00, 4.420577233303903120e-02
5.484863084490740584e+04, 5.329997840000006093e+00, 2.559475982303315023e-02
5.484963442129629402e+04, 5.677335279999992323e+00, 1.789307104244247312e-02
5.485163091435185197e+04, 5.941296427999998464e+00, 3.676935832468095078e-02
5.485663053240740555e+04, 5.574648708000001562e+00, 3.286116599249420955e-02
5.485763097222222132e+04, 5.643067179999995631e+00, 3.311013165257587626e-02
5.486840942129629548e+04, 1.276436911999999646e+00, 8.327594683793508590e-03
5.486863052083333605e+04, 5.118133081999999057e+00, 2.363077898509906988e-02
5.487563081018518278e+04, 5.124936942000001494e+00, 2.418644247310597351e-02
5.487663013888888963e+04, 5.149150133999995660e+00, 2.949389810814165638e-02
5.487963077546295972e+04, 5.166297428000001801e+00, 2.463288012006642144e-02
5.488163004629629722e+04, 5.066924586000000730e+00, 2.347776811131517191e-02
5.488262989583333547e+04, 5.069531927999999077e+00, 2.395824097635864194e-02
5.488363056712962862e+04, 5.284656208000006572e+00, 2.995603985843461187e-02
5.488463039351852058e+04, 5.100210569999997112e+00, 2.379694429668537461e-02
5.488663064814815152e+04, 5.172139937999999937e+00, 2.455440218700446348e-02
5.488863050925925927e+04, 1.264485286580000007e+02, 4.545928618511983821e+00
5.489163047453703621e+04, 5.059674086000004678e+00, 2.372283046540118664e-02
5.489263056712962862e+04, 6.483317805999995187e+00, 6.914949430646968875e-02
5.489363015046296641e+04, 5.155914078000003009e+00, 3.233939241887830857e-02
5.490865638888889225e+04, 4.672387194000004129e+00, 2.274799210513596751e-02
5.490558908564814919e+04, 5.170592424000005849e+00, 2.497126345790515178e-02
5.490658925925925723e+04, 1.157602516600000264e+01, 2.274140632373375381e-01
5.490858901620370307e+04, 5.046230871999997092e+00, 2.379586593452540436e-02
5.490959436342592380e+04, 5.040036823999999527e+00, 2.359229233622068406e-02
5.491058884259259503e+04, 5.163407487999997159e+00, 2.522907811183493221e-02
5.491158888888888760e+04, 5.450223663999998358e+00, 3.504524499965623596e-02
5.491258901620370307e+04, 5.053777366000007376e+00, 2.406717947042338879e-02
5.491358892361111066e+04, 5.037035053999999512e+00, 2.337854489102805106e-02
5.492370557870370249e+04, 5.026672332000001298e+00, 2.319732757432882778e-02
5.491558878472222568e+04, 5.005156352000001085e+00, 2.345591937107250127e-02
5.491658886574074131e+04, 5.109617807999999428e+00, 2.425576085110935781e-02
5.491758898148148000e+04, 5.141090877999999087e+00, 2.879022888637299341e-02
5.491858880787037197e+04, 5.001483341999999332e+00, 2.314595781229289786e-02
5.492058888888888760e+04, 5.116548380000000229e+00, 2.442810002494254923e-02
5.492158886574074131e+04, 5.001958409999999411e+00, 2.331201081879352710e-02
5.492258880787037197e+04, 4.995977571999997480e+00, 2.256782267016301316e-02
5.492358878472222568e+04, 4.998398580000001701e+00, 2.268073690861439201e-02
5.492558895833333372e+04, 4.920357824000001656e+00, 2.239640512983126497e-02
5.492658876157407212e+04, 5.017507133999993485e+00, 2.349907680849743288e-02
5.493458880787037197e+04, 5.081753333999996514e+00, 2.547377031925088936e-02
5.493558888888888760e+04, 1.288451707600000518e+01, 3.714015011466122451e-01
5.493658944444444205e+04, 6.173405538000002579e+00, 6.094892204085683440e-02
5.493758894675925694e+04, 5.201177654000003869e+00, 2.904683125357861856e-02
5.493858899305555678e+04, 5.051150812000002155e+00, 2.350304912944636490e-02
5.494158875000000262e+04, 4.994091304000002118e+00, 2.237729443735711823e-02
5.494258924768518773e+04, 5.218136064000000296e+00, 2.565793307962577555e-02
5.494358906250000291e+04, 5.048656374000000113e+00, 2.330714640880421698e-02
5.494458873842592584e+04, 5.048619429999995134e+00, 2.305155396370345278e-02
5.494558875000000262e+04, 4.510764049199999448e+01, 1.204802375679590476e+00
5.494658898148148000e+04, 5.018582495999993398e+00, 2.341913753387285177e-02
5.494758879629629519e+04, 5.159149018000003473e+00, 2.530510026480979613e-02
5.494858921296296467e+04, 5.098061906000000754e+00, 2.496795670048899268e-02
5.494958885416666453e+04, 5.045767073999999575e+00, 2.321410993828846442e-02
5.495058909722221870e+04, 5.430043716000000131e+00, 3.846448663787281619e-02
5.495358887731481809e+04, 5.331151721999995097e+00, 2.917006416382806472e-02
5.495458872685184906e+04, 5.161835529999993177e+00, 2.716170980848003902e-02
5.495558901620370307e+04, 5.262435450000003456e+00, 2.620102791094337108e-02
5.496458649305555446e+04, 5.034610300000002425e+00, 3.642946821848039307e-02
5.496558736111110920e+04, 5.143701236000000065e+00, 2.443127089043436659e-02
5.496758729166666308e+04, 5.203473241999996723e+00, 2.532645853940278594e-02
5.496858660879629315e+04, 5.559453453999998906e+00, 5.411702029039917178e-02
5.496958688657407765e+04, 5.263945062000003006e+00, 3.226377316086391500e-02
5.497058738425926276e+04, 5.681597518400003111e+01, 2.199397379476077052e+00
5.497458730324073986e+04, 1.853879885999999644e+01, 3.633974824930439329e-01
5.497558733796296292e+04, 1.308884196599999505e+01, 3.293860988047878080e-01
5.497658738425926276e+04, 1.124854114799999927e+01, 2.832946318879226988e-01
5.497758736111110920e+04, 3.425049510600003089e+01, 9.677241831026175412e-01
5.497858736111110920e+04, 2.546156385200000827e+01, 6.703141091474871249e-01
5.497958758101851708e+04, 2.084351506000000143e+01, 7.105603381948588648e-01
5.498058730324073986e+04, 5.616221808000004145e+00, 4.095129666718946848e-02
5.498158748842592468e+04, 5.298475770000005802e+00, 3.341405765626632302e-02
5.498258733796296292e+04, 5.135405835999998558e+00, 2.465669082879706417e-02
5.498358729166666308e+04, 5.117855553999995699e+00, 2.391640044752351563e-02
5.498458723379629373e+04, 5.832241532000001172e+00, 3.719391885162850325e-02
5.498558751157407096e+04, 5.227484974000001117e+00, 2.532171796095985042e-02
5.498658744212963211e+04, 6.620138820000003754e+00, 5.855860361572240436e-02
5.499458708333333198e+04, 5.481207986000002919e+00, 3.465275992246323600e-02
5.499558732638888614e+04, 5.365157119999998336e+00, 2.659904889373842021e-02
5.499758728009259357e+04, 5.420262959999998742e+00, 2.847584984482797940e-02
5.499858732638888614e+04, 5.416623739999994136e+00, 3.478505233340029729e-02
5.499958724537037051e+04, 7.432734720000001793e+00, 8.318819928815962550e-02
5.500058714120370132e+04, 5.357374778000002280e+00, 2.849541629960243225e-02
5.500158701388888585e+04, 5.227999262000006198e+00, 2.873884156733331682e-02
5.500258716435185488e+04, 1.078114547799999912e+01, 2.218049736897210467e-01
5.500358716435185488e+04, 7.771184540000001917e+00, 1.376703605103882788e-01
5.500458746527777839e+04, 5.168130482000001358e+00, 2.432142768352393847e-02
5.500558736111110920e+04, 5.234614273999995682e+00, 2.502917256096221996e-02
5.500658725694444729e+04, 3.303786184199996967e+01, 8.721221889431257646e-01
5.500758728009259357e+04, 5.446993265999998002e+00, 3.012715727875385496e-02
5.500858734953703970e+04, 2.239068523799998189e+01, 4.646728023775140715e-01
5.508858809027777897e+04, 5.007855437999998216e+00, 2.540096874088274698e-02
5.508958821759259445e+04, 5.036719574000001920e+00, 2.506335196562037987e-02
5.509058740740740905e+04, 5.111023047999999847e+00, 2.400032928709939020e-02
5.509158732638888614e+04, 5.425687825999991887e+00, 2.715263931952983587e-02
5.509258839120370249e+04, 6.506265884000001165e+00, 4.283138843930508338e-02
5.509358820601851767e+04, 6.457661527999997375e+00, 4.207310305601495715e-02
5.509458820601851767e+04, 1.961917793139998025e+02, 8.432181992748095212e+00
5.509558847222222539e+04, 6.342095393999995778e+00, 4.035325545482158771e-02
5.509658854166666424e+04, 6.363140667999999778e+00, 4.139566046470433136e-02
5.509758832175925636e+04, 7.580905770000007315e+00, 9.372224995334432762e-02
5.509858828703704057e+04, 6.347222193999999540e+00, 4.075319396783112780e-02
5.509958835648147942e+04, 6.377099059999999042e+00, 4.102472982442031957e-02
5.510058824074074073e+04, 6.588127030000003437e+00, 3.918466821561013280e-02
5.510158809027777897e+04, 2.191984399274000680e+03, 1.619468656225518771e+03
5.510258809027777897e+04, 1.079503174264000563e+03, 1.717466325568435059e+04
5.511458576388889196e+04, 1.584923709300001633e+02, 5.422396170341979627e+00
5.511558734953703970e+04, 8.357878194000004868e+00, 1.076223435092861780e-01
5.511658811342592526e+04, 6.697079090000001678e+00, 4.165317880111912840e-02
5.511758798611110979e+04, 4.222691267800007608e+01, 3.045826912164878195e+03
5.511858729166666308e+04, 6.820048466000002030e+00, 4.231807417484732131e-02
5.511958814814814832e+04, 6.698873228000002733e+00, 4.213641764090666347e-02
5.512058831018518686e+04, 6.683990360000004571e+00, 4.116300353593711076e-02
5.512158842592592555e+04, 6.699518327999999023e+00, 4.146165810825799825e-02
5.512258813657407154e+04, 5.321317320200001433e+01, 2.108543618203425396e+00
5.512358810185184848e+04, 6.683646609999996713e+00, 4.105737451121620890e-02
5.512458822916666395e+04, 6.797606080000000439e+00, 4.658534552005772628e-02
5.512558809027777897e+04, 6.710219759999997535e+00, 4.169222854313964222e-02
5.512658818287037138e+04, 6.592514634000000484e+00, 4.051438542165518991e-02
5.512758837962963298e+04, 7.098623230000005613e+00, 5.869850968587114748e-02
5.512858807870370219e+04, 4.953396646799995295e+01, 2.086593205188209197e+02
5.512958807870370219e+04, 6.493716651999999812e+00, 3.903216570974406968e-02
5.513058804398147913e+04, 6.545966393999997912e+00, 3.915587627939599857e-02
5.513158824074074073e+04, 6.635344747999995185e+00, 4.009906433865286640e-02
5.513358806712963269e+04, 6.688387247999988183e+00, 4.058686094694873014e-02
5.513862957175925840e+04, 9.000642340000002406e-01, 3.819486076639017156e-03
5.551292906249999942e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294616898147797e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551295827546296641e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551296940972222365e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551298108796296583e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551299278935185430e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551300451388888905e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551301625000000058e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551302652777777985e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551303812499999913e+04, 2.893240869739477361e+00, 2.223639777775519855e-01
5.551304980324074131e+04, 4.031497995991985661e+00, 3.596829841627645075e-01
5.551292621527778101e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292677083333547e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292891203703766e+04, 3.338552406813626305e+00, 2.473687321701332764e-01
5.551292754629629781e+04, 3.180242156312627522e+00, 2.775454844029432433e-01
5.551292885416666832e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292723379629751e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551292694444444351e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294135416666541e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294377314814483e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294320601852087e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294224537037371e+04, 6.714679184368741005e+00, 4.780094926431436853e-01
5.551294952546296554e+04, 6.559708396793586083e+00, 4.966568223714087904e-01
5.551294987268518162e+04, 6.441135817635273320e+00, 6.780696705390246715e-01
5.551295019675925869e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551294864583333401e+04, 5.149061683366734421e+00, 2.107262617503392887e-01
5.551295653935184964e+04, 5.394027883767534171e+00, 1.682003087730277457e-01
5.551295585648147971e+04, 5.387411122244490258e+00, 1.639007553226298208e-01
5.551593952546296350e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551296593749999738e+04, 5.766827282565135881e+00, 1.219955789937011287e-02
5.551293273148148000e+04, 5.410023026052105166e+00, 1.711520667616023561e-01
5.551293482638888963e+04, 5.408634248496992036e+00, 1.632021836992103292e-01
5.551293486111111270e+04, 5.360679138276553957e+00, 1.520202220221189837e-01
5.551293233796296408e+04, 5.492520020040085882e+00, 1.857262970033106420e-01
5.514363002314815094e+04, 9.383875494084000820e+03, 1.499464780079310585e+05
5.551293532407407474e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.514463032407407445e+04, 2.466182353599996091e+01, 8.376007102696461093e-01
5.551293268518518744e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551293936342592497e+04, 2.459825330661323139e+00, 3.463347342204737417e-02
5.551295362268518511e+04, 5.158259557114231342e+00, 5.957526043968337098e-03
5.514562999999999738e+04, 2.044568345859997294e+02, 2.385050971470707992e+00
5.514662949074074277e+04, 6.640568276000003323e+00, 4.430351740838429225e-02
5.551295634259259532e+04, 5.845726142284568994e+00, 1.073882805635990867e-02
5.551295961805555271e+04, 5.941219655310626457e+00, 7.551223559454283384e-03
5.514763033564815123e+04, 6.423094890000002444e+00, 3.974774220982159323e-02
5.551295567129629490e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.551297523148148321e+04, 8.253451987975946480e+00, 2.059383491780066022e-02
5.551297497685185226e+04, 8.205629290581160973e+00, 4.881781644757610117e-02
5.551296344907407183e+04, 0.000000000000000000e+00, 0.000000000000000000e+00
5.515062987268518191e+04, 6.473307767999998852e+00, 4.056924817194541844e-02
5.515163033564815123e+04, 6.543970675999995379e+00, 4.519018955446052477e-02
5.515262980324074306e+04, 6.424307693999997682e+00, 3.963195622604270135e-02
5.551297005787037051e+04, 5.671813625250495150e+00, 1.644709577522186078e-02
