-1.01962	0.11064
-0.96468	0.10183
-0.89796	0.09358
-0.83516	0.08532
-0.76060	0.07761
-0.69388	0.07183
-0.63108	0.06826
-0.55651	0.06413
-0.47410	0.05862
-0.39560	0.05477
-0.32104	0.05092
-0.21115	0.04679
-0.10911	0.04404
-0.01491	0.04156
0.07928	0.03963
0.18524	0.03826
0.29121	0.03633
0.44819	0.03358
0.57378	0.03055
0.73862	0.02890
0.91915	0.02780
1.07221	0.02725
1.22920	0.02670
1.37049	0.02725
1.48430	0.02697
1.55495	0.02697
