-1.7	0.3621	
-1.5	0.3038	
-1.3	0.1662	
-1.1	0.1469	
-0.9	0.1325	
-0.7	0.0892	
-0.5	0.0787	
-0.3	0.0698	
-0.1	0.0641	
0.1 	0.0734	
0.3 	0.0568	
0.5 	0.0571	
0.7 	0.0507	
0.9 	0.0473	
1.1 	0.0457	
1.3 	0.0394	
1.5 	0.0423	
1.7 	0.0364	
1.9 	0.0293	
2.1 	0.0260	
