#Source Name,R.A.,Decl.,l,b,95% conf. radius,Sqrt TS,Flux (100MeV-1GeV),Flux Unc. (100MeV-1GeV),Flux (1GeV-100GeV),Flux Unc. (1GeV-100GeV),Variability Flag,Sqrt TS (100MeV-1GeV),Sqrt TS (1GeV-100GeV),Gamma Assoc. 1,Gamma Assoc. 2,Gamma Assoc. 3,Class,Alt. Class,Assoc. 1,Assoc. 2
#
# Fermi catalogue released 20090209
#
# (see http://fermi.gsfc.nasa.gov/ssc/data/access/lat/bright_src_list/)
#
* V 11
0FGL J0909.7+0145,137.446,1.757,228.640,31.262,0.273,11.600,9.300e-08,3.000e-09,1.900e-09,6.000e-10,F,12.500,5.100,,,,bzb,,CGRaBS J0909+0200,PKS 0907+022,
0FGL J0910.2-5044,137.568,-50.743,271.569,-1.856,0.161,13.200,2.940e-07,3.300e-08,1.100e-08,1.800e-09,T,12.300,8.700,,,,,,,,
0FGL J0921.2+4437,140.320,44.617,175.809,44.876,0.128,15.200,8.800e-08,1.400e-08,4.200e-09,8.000e-10,F,12.500,10.800,,,,bzq,,CGRaBS J0920+4441,RGB J0920+446,
0FGL J0948.3+0019,147.077,0.317,236.530,38.549,0.287,12.800,8.900e-08,1.400e-08,2.400e-09,7.000e-10,T,12.600,5.900,,,,bzq,,CGRaBS J0948+0022,PMN J0948+0022,
0FGL J0957.6+5522,149.424,55.375,158.605,47.939,0.092,24.000,8.400e-08,1.300e-08,7.900e-09,1.000e-09,F,17.000,18.800,EGR J0957+5513       ,,,bzq,,CRATES J0957+5522,4C +55.17,
0FGL J1012.9+2435,153.241,24.598,207.897,54.406,0.175,12.400,4.200e-08,9.000e-09,3.500e-09,8.000e-10,T,9.200,8.600,,,,bzq,,CRATES J1012+2439,,
0FGL J1015.2+4927,153.809,49.463,165.473,52.727,0.062,23.800,7.900e-08,1.500e-08,1.000e-08,1.100e-09,F,10.700,22.400,,,,bzb,,CGRaBS J1015+4926,1ES 1011+496,
0FGL J1015.9+0515,153.991,5.254,236.457,47.036,0.104,20.600,1.240e-07,1.500e-08,6.700e-09,1.000e-09,T,17.700,14.300,,,,bzq,,CRATES J1016+0513,PMN J1016+0512,
0FGL J1018.2-5858,154.564,-58.978,284.298,-1.765,0.114,22.400,3.670e-07,4.800e-08,3.060e-08,2.700e-09,F,16.900,17.700,3EG J1013-5915,,, x,,,,
0FGL J1024.0-5754,156.001,-57.903,284.346,-0.453,0.106,13.900,4.200e-07,0.000e+00,2.550e-08,2.900e-09,F,10.800,13.200,,,,,,,,
0FGL J1028.6-5817,157.166,-58.292,285.074,-0.459,0.079,16.000,2.770e-07,0.000e+00,2.560e-08,2.800e-09,F,9.100,15.300,3EG J1027-5817,,,PSR,,PSR J1028-5819,,
0FGL J1034.0+6051,158.504,60.853,147.765,49.122,0.209,14.800,7.100e-08,1.300e-08,3.300e-09,7.000e-10,F,12.800,9.400,,,,bzq,,CGRaBS J1033+6051,S4 1030+61,
